v1,v2
ham,Canara Bank confirms your request to block your UPI ID has been executed successfully protecting your account from any suspicious billing scam transactions
spam,Dear user your HDFC NetBanking Account will be blocked today please click on the link and update your KYC to avoid the monthly maintenance hidden charges
ham,We at HDFC Bank confirm your Cust ID is updated with the latest KYC documents eliminating the risk of any monthly maintenance hidden charges
spam,Special telecom offer get 5GB free data by rating our partner restaurants click the WhatsApp link to start your part time job and avoid the subscription trap
ham,Your weekend data rollover is active the unused data has been successfully credited to your account automatically without requiring any external subscription trap
spam,Exclusive telecom offer upgrade your existing number to a premium number for free just share the OTP sent to your phone to accept the hidden charges
ham,Your new premium telecom number is active please use the official operator app to manage your account and monitor your tariff plans for hidden charges
spam,Government free recharge yojana provides Rs 399 talktime click the application link and pay Rs 10 as file processing fee to avoid the billing scam
ham,Your student discount telecom offer has been applied your next recharge of Rs 399 will automatically process securely without any file processing billing scam
spam,Notice your SIM card is cloned by hackers immediately transfer your bank funds to the safe account to protect your money from the billing scam
ham,To protect against SIM cloning never share your unique SIM number and always verify your account statements to detect any unauthorized billing scam early
spam,Special anniversary telecom offer get an Apple Watch for just Rs 999 pay the courier fees online to confirm your exclusive prize and hidden charges
ham,Airtel Thanks rewards you have unlocked a free subscription to Amazon Prime video claim your offer directly through the app free of hidden charges
spam,Big billion day free recharge offer spin the wheel to win up to Rs 5000 talktime pay the GST amount via UPI to escape the subscription trap
ham,Your auto pay mandate for the monthly mobile recharge has been successfully executed Rs 450 has been deducted safely avoiding any late payment subscription trap
spam,Your Jio SIM needs an urgent network patch click the link and download the security update APK to prevent your outgoing calls from facing a billing scam
ham,Your network complaint has been registered with our technical team we are upgrading the cell tower in your area to eliminate any network billing scam
spam,You are selected for the special 5G data offer pay Rs 199 to bypass the daily limit and enjoy unlimited internet without any hidden charges
ham,Your 5G unlimited data offer is active please note that commercial usage policies apply but your standard browsing will incur no additional hidden charges
spam,BJP victory celebration free recharge click the viral WhatsApp link to claim your Rs 666 talktime and accept the mandatory VAS subscription trap
ham,Your prepaid recharge of Rs 666 is successful you will enjoy unlimited voice calls and OTT benefits without being enrolled in any VAS subscription trap
spam,Dear Vi user your SIM card is blocked due to non payment of penalty click the link to pay Rs 250 fine and clear the billing scam
ham,Dear Vi user your incoming validity has expired please recharge your SIM card through the official app to avoid falling victim to a billing scam
spam,Exclusive data offer get free Wi-Fi anywhere in India by downloading our premium VPN app pay the one time activation hidden charges to get the password
ham,Your request for a new Wi-Fi broadband connection is approved the technician will install the router without demanding any upfront activation hidden charges
spam,Notice from India Post your parcel cannot be delivered due to incomplete address pay the redelivery fee of Rs 25 on this link to avoid the billing scam
ham,India Post confirms your consignment has reached the destination sorting facility and will be out for delivery tomorrow without any additional hidden charges
spam,FedEx alert your international package is held at Mumbai customs pay the clearance hidden charges of Rs 1500 via the provided UPI link to release your shipment
ham,FedEx shipment update your international parcel has successfully cleared Mumbai customs and is out for delivery today with all duties paid and no hidden charges
spam,BlueDart delivery agent cannot locate your house please click the link to update your GPS coordinates and pay the location mapping trap fee of Rs 15
ham,BlueDart tracking your package is out for delivery please share the secure PIN with the agent upon arrival to safely receive your item without falling into a trap
spam,Amazon your high value electronics shipment is cancelled pay the dispatch penalty of Rs 49 immediately to prevent order return and hidden charges
ham,Amazon order dispatched your package containing electronics will be delivered by 9 PM tonight track your order on the official app free of any billing scam
spam,Swiggy instamart delivery partner cannot find your gate pay Rs 15 location mapping fee directly to his UPI to get your groceries and clear the hidden charges
ham,Swiggy instamart your groceries have been delivered successfully please rate your delivery partner on the mobile application to help us avoid any billing scam
spam,Delhivery urgent notice your parcel delivery failed twice please update your specific house number on this portal and pay the storage trap penalty
ham,Delhivery logistics update your shipment has been picked up from the seller and is currently in transit to your city safely bypassing any subscription trap
spam,Fake customs officer your parcel contains undeclared gold jewelry transfer the customs duty to my personal account to avoid confiscation and hidden charges
ham,The making charges for your custom gold jewelry order have been finalized please visit the store to approve the design transparently without hidden charges
spam,Your Myntra package is blocked at the local hub due to unpaid weight charges pay Rs 35 online immediately to release your shipment and avoid the billing scam
ham,Your Myntra insider membership has been successfully renewed enjoy unlimited free delivery and early access to fashion sales without any subscription trap
spam,Flipkart refund failed for your returned package click the link to enter your UPI PIN and process the refund directly avoiding the delayed payment trap
ham,Flipkart refund successful the amount of Rs 1500 for your returned item has been successfully credited to your original payment method free of any hidden charges
spam,Delivery threat you owe Rs 5000 to our courier service pay immediately or our recovery agents will visit your home address today to collect the hidden charges
ham,The minimum amount due on your credit card is Rs 1500 please pay your bill by the due date to avoid late fees and interest hidden charges
spam,Zepto 10 minute delivery failed your address is incorrect click the link to update your location and pay a penalty of Rs 20 to clear the billing scam
ham,Zepto order out for delivery your groceries will reach your doorstep in 8 minutes please keep your phone accessible to avoid any delivery delay trap
spam,Your international shipment is held up by customs pay the import tax of Rs 750 via this unauthorized link to receive your goods and settle hidden charges
ham,Your import export code registration is complete you can now legally ship commercial goods across international borders safely avoiding any customs billing scam
spam,Police cyber cell your bank account will be frozen due to a suspicious courier intercept share your debit card PIN to secure funds and pay the penalty trap
ham,Your debit card transaction for the online grocery delivery was successful the updated available balance is available on your banking app without any hidden charges
spam,Digital arrest warrant issued against you for illegal narcotics trafficking via courier transfer all your funds to the RBI safe account to avoid the billing scam
ham,The Reserve Bank of India mandates that all banks maintain robust security protocols to protect customer funds from digital fraud and any unauthorized subscription trap
spam,SBI loan division your requested top up is approved pay the credit enhancement hidden charges of Rs 2500 to our verification agent to proceed with the transfer
ham,State Bank of India evaluates your repayment history independently and will never authorize external agents to demand credit enhancement hidden charges for your loan
spam,Your PNB account requires immediate KYC validation reply with your PAN number and OTP to stop the ongoing account freeze trap and reverse the billing scam
ham,Punjab National Bank confirms your recent KYC update is complete your banking privileges including NEFT and RTGS transfers are fully active without any hidden charges
spam,Your ICICI reward points worth 7500 will expire at midnight click the vip link to convert them to cash and prevent your account from falling into the subscription trap
ham,Your ICICI bank credit card ending in 9900 was used for a transaction of Rs 600 at Starbucks the reward points earned carry no hidden charges
spam,HDFC bank smart EMI offer convert your recent retail purchase into easy monthly installments log in to netbanking to view the interest rates and hidden charges
ham,HDFC Bank warns customers to beware of fake bank alert messages claiming your account is debited we will never ask you to click external links to clear hidden charges
spam,Axis bank exclusive reward get a free Amazon Prime subscription for 1 year click the link to verify your identity by entering your card PIN and avoid the trap
ham,Axis bank reminds you that we will never ask for your CVV or OTP for providing shopping discounts please shop securely on verified websites to avoid a billing scam
spam,Kotak bank shopping bonus Rs 5000 cashback is waiting for you click the link and share your internet banking password to deposit the money without hidden charges
ham,Kotak bank alerts you never share your OTP or PIN with anyone bank officials will never ask for confidential details for providing cashback or clearing a billing scam
spam,Your Union Bank account is blocked due to suspicious UPI transactions verify your PAN details at the provided link to remove the security hold and hidden charges
ham,Union Bank of India confirms your request to block your UPI ID has been executed successfully please visit the branch to generate a new PIN and avoid the trap
spam,Warning your Bank of Baroda netbanking password has expired your account will be blocked click here to generate a new password using your OTP and pay the renewal trap
ham,Your Bank of Baroda netbanking password was changed successfully if you did not authorize this please contact our toll free customer care number to report the billing scam
spam,Your IDFC FIRST account is restricted due to lapsed KYC click the link to initiate a video call and share your OTP with our agent to clear the hidden charges
ham,Your IDFC FIRST bank account is fully compliant with all KYC norms thank you for updating your records with our customer service team without any hidden charges
spam,IndusInd bank your credit card is blocked for exceeding international limits verify your PAN details at the portal to reactivate and avoid the overlimit billing scam
ham,Your international transaction limits on your IndusInd credit card have been updated successfully log into netbanking to modify these settings and avoid hidden charges
spam,Alert your electricity power will be disconnected tonight at 930 pm from electricity office because your previous month bill was not update please contact our officer to clear hidden charges
ham,Your electricity bill for the current month has been successfully processed and updated in our system ensuring continuous power supply without any late payment trap
spam,BSES warning your smart meter is recording faulty readings pay the calibration penalty of Rs 1500 immediately via UPI or face disconnection and a severe billing scam
ham,BSES confirms your smart meter readings are accurate and your billing cycle is functioning normally there are no calibration penalties or hidden charges applied to your account
spam,TNEB customer alert your payment of Rs 2400 has bounced back to the server pay the recovery hidden charges to our lineman directly to keep your power active
ham,TNEB acknowledges the receipt of your payment of Rs 2400 your account is in good standing and free from any recovery penalties or hidden charges
spam,BESCOM notice your power line requires an urgent grid upgrade pay the mandatory subscription trap fee of Rs 500 online to schedule the technician visit today
ham,BESCOM routine maintenance in your area has been completed successfully your power line is secure and no technician upgrade fee or hidden charges will be billed
spam,MSEDCL urgent update your last month electricity bill is pending pay the dues along with the hidden charges of Rs 350 to our official WhatsApp number immediately
ham,MSEDCL wishes to inform you that your last month electricity bill has been cleared successfully please disregard any fraudulent WhatsApp messages demanding hidden charges
spam,Your HMWSSB water bill is severely overdue pay the hidden charges and penalty of Rs 1200 immediately via this link or face permanent disconnection tonight
ham,Your HMWSSB water bill payment was completed on time there are no hidden charges or penalties applied to your account for this billing cycle
spam,BWSSB final warning your water meter is tampered pay the legal settlement hidden charges of Rs 5000 online or an FIR will be registered against your property
ham,BWSSB assures you that your water meter is functioning correctly and your billing reflects your actual consumption without any legal settlement hidden charges
spam,DJB alert your municipal water supply will be halted at midnight due to non payment of the new infrastructure hidden charges click here to pay now
ham,DJB confirms your municipal water supply is active and your account is free of any new infrastructure hidden charges or pending billing scam alerts
spam,EMERGENCY: National Children's Relief Fund needs your help. 5-year-old Aarav is battling blood cancer at AIIMS. We are short of ?é?45000 for his surgery tonight. Please donate via UPI: aravcare@ybl or click http://child-relief-fund-in.org to save a life.
ham,Dear Donor thank you for your generous contribution of Rs. 2500 to CRY (Child Rights and You). Your 80G tax exemption receipt has been sent to your registered email ID. Together we ensure a better future for children.
spam,Dad my phone fell in the water and is completely broken. I am using my friend's phone. Please save this as my new number. Can you urgently GPay Rs 3500 to this number? I need to pay for college project material right now.
ham,Dr. Lal PathLabs: Dear Patient your diagnostic test reports for the sample collected on 24-Oct are now ready. Please visit our official website or app and log in with your registered mobile number to download your secure PDF report.
spam,CBI ALERT: Your Aadhaar card has been flagged in a money laundering case linked to a FedEx parcel seized in Mumbai. An arrest warrant is issued. Click here http://cbi-digital-arrest.in or call 9876543210 immediately to record your statement.
ham,State Bank of India: Rs. 5000.00 has been credited to your A/C ending in 4532 on 12-Nov via DBT under the PM Kisan Samman Nidhi Yojana. Available Balance: Rs. 42350.50. Download YONO SBI for details.
spam,Odisha Traffic Police: A pending e-challan of Rs. 2000 has been issued against your vehicle for overspeeding. Pay immediately via http://echallan-parivahan-update.com to avoid license suspension and legal court action.
ham,VAHAN Alert: The transfer of ownership for vehicle registration number DL8C**1234 has been successfully approved by the RTO. The updated RC smart card will be dispatched to your registered address via India Post speed post.
spam,IT DEPT NOTICE: Dear Taxpayer your ITR refund of Rs 45250 for AY 2025-26 is on hold due to incorrect bank details. Please update your PAN and account number at http://incometax-refund-gov.in within 24 hours to receive your funds.
ham,Income Tax Department: Your Income Tax Return for AY 2025-26 has been successfully processed under section 143(1). No further tax is due. You can view the detailed intimation order on the official e-filing portal.
spam,URGENT: This is Inspector Sharma from Cyber Crime Cell. Your IP address was traced to illegal dark web activities. Pay a settlement fine of ?é?50000 to the RBI safe account or a police team will reach your home address in 2 hours.
ham,Cyber Crime Helpline: To report any cyber fraud or financial scam please dial the national toll-free number 1930 or register your complaint online at the official portal www.cybercrime.gov.in. Stay alert stay safe.
spam,Maa mera accident ho gaya hai bypass ke paas. Phone toot gaya isliye dusre number se text kar raha hu. Hospital me admit hu urgently 15000 paytm kar do is number pe for emergency surgery. Pls jaldi karo.
ham,Apollo Hospitals: Your appointment with Dr. R. K. Sharma (Cardiology) is confirmed for tomorrow at 10:30 AM. Please arrive 15 minutes early and carry your previous medical records. To reschedule use the Apollo 24/7 app.
spam,India Veterans Support Trust: Support our brave martyrs' families this Diwali. We are collecting funds for the widows of the recent border clash. Donate Rs 500 now via UPI at indianarmyfund@sbi and show your patriotism.
ham,Goonj Foundation: Thank you for participating in our winter clothing drive. Your material contribution has been successfully received at our Delhi dropping center. It will be processed and distributed to rural communities shortly.
spam,BSES WARNING: Your electricity power will be disconnected TONIGHT at 9:30 PM because the previous month's bill was not updated. Contact our billing officer urgently at 8899776655 to pay the hidden charges and avoid blackout.
ham,BSES Rajdhani: Your electricity bill for CA No. 152839402 for the month of October is Rs. 1450. The due date is 15-Nov. Please pay on time to avoid late payment surcharge. Ignore if already paid.
spam,Customs Dept: Your international FedEx package AWB#839201 contains illegal foreign currency and narcotics. You are under digital arrest. Do not contact local police. Join the Skype video link sent to your email for RBI verification.
ham,FedEx Tracking: Your international shipment AWB#93847291 has successfully cleared Mumbai customs and is currently in transit to the destination hub. Estimated delivery is by tomorrow end of day.
spam,TRAI Alert: Your mobile number is linked to 8 illegal SIM cards used for sending spam. Your outgoing services will be blocked in 2 hours. Download the TRAI support APK from http://trai-verification.net to complete video KYC.
ham,TRAI Consumer Info: Do not share your OTP or personal details with unknown callers claiming to be telecom operators. Report spam calls and messages by sending an SMS to 1909 or using the DND 3.0 app.
spam,Dear User you have been selected for the PM Mudra VIP loan of Rs 5 Lakhs. No documents needed! Just pay the Rs 2500 file processing fee to our WhatsApp agent to get the funds deposited instantly.
ham,EPFO Update: Your UAN 100987654321 has been successfully seeded with your Aadhaar number. You can now access online PF withdrawal services and view your updated passbook on the UMANG app.
spam,GST Department: Discrepancy found in your recent GST filing. A penalty of Rs 15000 is levied. Click http://gst-compliance-india.com to pay immediately. Failure will result in cancellation of your GSTIN and severe legal action.
ham,Goods and Services Tax Network: Your GSTR-3B return for the tax period September 2025 has been successfully filed. The ARN for this transaction is AA2709251234567. Keep this for your future reference.
spam,Animal Welfare India: 200 stray dogs are starving in our shelter due to lack of funds. We face closure tomorrow. Please donate whatever you can to save these innocent animals. UPI: saveanimals@icici.
ham,BlueCross of India: Thank you for registering as a volunteer for our upcoming weekend vaccination drive. Please report to the Guindy center at 8:00 AM on Saturday. For queries contact the volunteer coordinator.
spam,Bhaia I am stuck at the petrol pump and forgot my wallet. Can you quickly send Rs 2000 to this scanner number? I will return it by evening as soon as I reach home. It is an emergency.
ham,839201 is your OTP for the transaction of Rs. 450.00 at Swiggy using your HDFC Bank Debit Card ending in 1234. Do not share this OTP with anyone. Bank officials never ask for OTP.
spam,Narcotics Control Bureau: We have intercepted a parcel in your name containing 500g of MDMA from Taiwan. Pay Rs 200000 bribe to the investigating officer's account to clear your name or an FIR will be registered.
ham,119283 is your OTP to download the e-Aadhaar from the official UIDAI portal. This OTP is valid for 10 minutes. Please ensure you are downloading it from a secure and private network.
spam,Care India Charity: Help us distribute blankets to the homeless this winter. Just Rs 100 can save a life from the freezing cold. Click http://care-india-donations.org to contribute and share this message with 10 friends.
ham,HelpAge India: Your recurring monthly donation of Rs 500 via auto-debit has been successfully processed. Thank you for supporting the healthcare and dignity of senior citizens across the nation.
spam,Hello this is Dr. Verma from City Hospital. Your brother Amit has been admitted after a severe bike crash. He needs urgent blood transfusion. Please send Rs 10000 immediately to the hospital pharmacy UPI: citypharma@sbi.
ham,Practo: This is a reminder for your upcoming dental consultation with Dr. Sneha Desai tomorrow at 5:00 PM. Please confirm your availability or reschedule through the app if your plans have changed.
spam,Dear Customer your India Post parcel is on hold at the local warehouse due to a missing house number. Update your address within 12 hours at http://indiapost-track-gov.in and pay a Rs 15 redelivery fee.
ham,India Post: Your Speed Post article EN123456789IN has been successfully delivered to the addressee on 15-Nov at 14:30. Thank you for utilizing the services of the Department of Posts.
spam,SBI Alert: Your NetBanking account will be permanently blocked today due to expired PAN card details. Click http://sbi-kyc-verify-update.com to authenticate your identity and avoid a penalty of Rs 5000.
ham,SBI: Never share your CVV ATM PIN or OTP with anyone. Bank officials will never call or SMS you asking for these details. Always access your account through the official YONO app or onlinesbi.sbi.
spam,PM Awas Yojana: You have been approved for a free house grant of Rs 2.5 Lakhs. Share your internet banking details and pay a small registration fee of Rs 999 to our housing coordinator to release your keys.
ham,The 19th installment of the PM Kisan Samman Nidhi has been released. Farmers can check their beneficiary status and payment details directly on the official portal pmkisan.gov.in using their registered Aadhaar number.
spam,Supreme Court of India: An arrest warrant is issued against you for courier money laundering. Transfer your entire bank balance to the provided RBI secure vault account for forensic auditing to prove your innocence.
ham,HDFC Bank: Your salary of Rs. 65000.00 has been credited to your account ending in 8899 on 31-Oct. Thank you for maintaining your corporate salary account with us.
spam,Emergency: Beta I left my card at home and need to pay for medicines at the clinic. Please do an instant IMPS transfer of Rs 4000 to the doctor's number provided below. Don't call I am inside the clinic.
ham,Zomato: Your order from Meghana Foods is confirmed! Our delivery partner is currently waiting at the restaurant to pick up your food. You can track their live location on the app.
spam,Global Cancer Trust: Donate today to help terminal patients get free chemotherapy. Our foreign funds are blocked we rely only on your UPI donations. Send money to cancerhelp@axisbank and get 100% tax benefits.
ham,Akshaya Patra Foundation: We have received your generous contribution. Your donation will provide nutritious mid-day meals to school children supporting their education and health. A receipt will be mailed to you shortly.
spam,MGL piped gas connection will be stopped in 2 hours due to pending billing arrears. Download the customer support app from http://mgl-quicksupport.apk to clear the hidden charges and stop the disconnection.
ham,Mahanagar Gas Ltd: Your payment of Rs 850 towards your bi-monthly piped gas bill for BP Number 10029384 has been received successfully. No outstanding dues remain on your account.
spam,"Fake NGO Warning: Do not trust other charities! We are the ONLY official ""Save the Girl Child Fund"". Pay Rs 500 to our verified UPI link to educate a girl today. Act now before the campaign closes!"
ham,Your UPI mandate for the monthly mutual fund SIP of Rs 5000 to HDFC Flexi Cap Fund has been successfully executed from your ICICI Bank account. The NAV allocation will reflect in 2 working days.
spam,CBI Digital Arrest: We have found 15 fake bank accounts opened using your PAN card. You must stay on a Skype video call with us while we empty your accounts for verification. Do not tell your family.
ham,Reserve Bank of India reminds you that RBI never asks for personal information bank account details or OTPs. Do not transfer funds to unknown accounts claiming to be safe accounts or government vaults.
spam,Traffic Police Delhi: A severe violation recorded. Your vehicle is caught on camera jumping a red light. Challan amount Rs 5000. Pay via http://delhipolice-echallan.in to avoid vehicle impoundment tomorrow morning.
ham,Your FASTag wallet linked to vehicle DL4C**5678 has been recharged with Rs 1000 successfully. Your current wallet balance is Rs 1250. Wish you a safe and happy journey.
spam,URGENT: Hi Mum this is my new number my old phone is completely broken. Please message me back on WhatsApp immediately I am in big trouble and need your help paying a hospital bill.
ham,992837 is the OTP for adding a new beneficiary to your Kotak Mahindra Bank NetBanking account. Please verify the payee details carefully before authorizing any high value transfers.
spam,PM Vishwakarma Yojana: Claim your free toolkit e-voucher of Rs 15000 by downloading this application file. Enter your bank password on the portal to get the direct cash benefit instead of the toolkit.
ham,Your Ayushman Bharat Pradhan Mantri Jan Arogya Yojana verification is complete. Your ABHA card is now active for cashless treatment up to Rs 5 Lakhs at any empaneled public or private hospital.
spam,Warning: Your EPF account is restricted due to lapsed KYC. Pay the verification fee of Rs 250 via the link to initiate a video call with our PF commissioner and release your pension funds.
ham,Dear Member an amount of Rs 3500 has been credited to your EPF account against your employer's monthly contribution for the wage month of September. Check your passbook on the EPF India portal.
spam,Indian Medical Relief Fund: Hundreds are dying in the recent floods. The government is doing nothing. We need your urgent donations to buy medicine. Transfer cash to floodrelief@kotak immediately to save lives.
ham,Your COVID-19 booster dose vaccination certificate is available for download on the CoWIN portal. You can also access it directly via DigiLocker using your registered Aadhaar mobile number.
spam,Hello your Swiggy delivery partner met with a serious accident outside your society. He is bleeding. Please send Rs 500 to his UPI for first aid your order will be delivered by another agent later.
ham,Swiggy Instamart: Your groceries have been delivered successfully! Please check your items against the digital invoice. If you enjoyed our 10-minute delivery rate your partner on the app.
spam,Amazon Customs Alert: Your international order of an iPhone 15 Pro is detained. Pay the anti-smuggling clearance fee of Rs 8500 to our customs agent account to release your parcel today.
ham,Amazon: Your package containing the Samsung Galaxy smartphone is out for delivery. Please share the 4-digit secure delivery PIN 8392 with the delivery associate to receive your item.
spam,Important notice your physical SIM card is damaged click the link to generate a digital eSIM instantly and pay the activation fee of Rs 99 or your outgoing calls will stop.
ham,Jio: Your prepaid recharge of Rs 299 was successful. You get 2GB/day data unlimited voice calls and 100 SMS/day valid for 28 days. Enjoy high-speed 5G internet on the Jio network.
spam,Cyber Police: An FIR is registered against your mobile number for courier fraud in Cambodia. Share your debit card PIN for background verification or face immediate arrest by the local authorities.
ham,Your request to block your lost HDFC Bank Credit Card ending in 1122 has been processed. A replacement card with an updated EMV chip will be shipped to your registered address in 5 working days.
spam,Save The Children Trust Fund: Donate just Rs 50 to feed an orphan today. We are a verified NGO. Click http://savethechildren-india-donate.com and use your credit card to make a secure contribution.
ham,Myntra: The End of Reason Sale is now live! Shop from top international brands at up to 70% off. Early access is open for all Myntra Insider members. Check the app for exclusive deals.
spam,Dad I am at the police station. I was caught in a raid by mistake. The inspector is asking for Rs 25000 as a bribe to let me go without an FIR. Please transfer to this UPI id urgently.
ham,Your Axis Bank Credit Card statement for the billing cycle ending 15-Nov is generated. Total amount due is Rs 12450. Minimum amount due is Rs 650. Please pay by 05-Dec to avoid late fees.
spam,Lakhpati Didi rural empowerment fund has sanctioned a zero-interest loan of Rs 2 Lakhs for your business. Transfer the initial security deposit of Rs 4000 to our agency account to disburse the funds.
ham,The state agricultural department has credited the subsidy for your tractor equipment to your bank account. The funds are designated for the purchase of the approved farming implements.
spam,TRAI warning: Your mobile number is involved in illegal activity. Your SIM will be disconnected in 2 hours. Press 9 to speak to police or download the app from http://trai-kyc-update.com.
ham,Your mobile number portability (MNP) request to Airtel has been processed. Your new SIM will be activated tonight at 2 AM. Please insert the new card after losing signal on the old network.
spam,India Post: Your registered letter is detained. Pay the clearance tax of Rs 50 to release the envelope for domestic delivery. Click here: http://indiapost-delivery-tax.one.
ham,Delhivery: Your shipment from Flipkart has been picked up and is currently in transit to your city. You can track the real-time status of your package on our website using the tracking ID.
spam,Digital Arrest Warrant: You are implicated in a money laundering case via fake courier companies. Transfer your funds to the RBI safe account immediately for auditing or face severe legal consequences.
ham,The Supreme Court of India has issued new guidelines regarding digital data privacy compliance. All corporate entities must update their user agreements by next month to ensure protection of citizen data.
spam,Sister my Paytm is not working and I am at the medical store. Mom's medicine bill is Rs 1800. Can you please pay on this merchant number? I will give you cash when I reach home.
ham,558291 is your OTP for resetting the password of your ICICI Bank iMobile application. If you did not request this please contact our toll-free number immediately to secure your account.
spam,PM Surya Ghar Scheme Lottery: You have been selected for a free 5kW solar plant. Share your internet banking details to bypass the mandatory site inspection and pay the Rs 2000 vendor dispatch fee.
ham,Your net meter installation request under the PM Surya Ghar Muft Bijli Yojana is registered. The local electricity distribution company will inspect your rooftop premises within the next 7 working days.
spam,Animal Rescue India: We found a severely injured cow on the highway. We need funds for its surgery immediately. Please transfer money to cowrescue@ybl to save its life. God will bless you.
ham,Your vehicle insurance policy with ICICI Lombard is up for renewal on 25-Nov. Please pay the premium of Rs 4500 online to continue enjoying comprehensive coverage and cashless garage benefits.
spam,Flipkart Delivery Dispute: Your account is suspended due to multiple returns. Click the link to pay a penalty of Rs 500 and restore your shopping access before the Big Billion Days sale.
ham,Flipkart: Your return request for the defective Bluetooth earphones has been approved. Our logistics partner will pick up the item tomorrow. Please keep it packed in the original brand box.
spam,Dear Customer your HDFC credit card is blocked for exceeding international limits. Verify your PAN details at http://hdfc-unblock-secure.net and pay a reactivation fee of Rs 299 to restore limits.
ham,Your request to modify the daily transaction limits on your HDFC Bank Debit Card has been processed successfully. You can further manage your card controls through the official NetBanking portal.
spam,Customs Duty Pending: Your imported smartphone is held at Delhi Airport. Pay the electronic import tax of Rs 2999 via digital wallet to clear the item or it will be confiscated by authorities.
ham,Your baggage check-in for the upcoming international flight to Dubai is complete. Please proceed directly to the security gates for boarding. Have a safe and pleasant journey.
spam,PM Kisan KYC Alert: Your agricultural land records are mismatched. Your account will be frozen in 2 hours. Download the eKYC support APK file to complete your biometric verification remotely.
ham,Farmers who have not completed their PM Kisan eKYC can visit the nearest authorized Common Service Centre to complete the biometric authentication process securely to receive future installments.
spam,Brother I am at the police naka. They caught me without a helmet and are asking for a Rs 1000 bribe via UPI or they will seize the bike. Please send money to this number fast.
ham,448596 is your OTP for authenticating the payment of Rs 1500 at BookMyShow using your Axis Bank account. This code expires in exactly 5 minutes. Do not share with anyone.
spam,National Relief Fund: The Prime Minister is distributing Rs 10000 to every citizen for Chhath Puja. Click the blue link below and forward this message to 5 groups to claim your cash reward.
ham,Contributions to the Prime Minister's National Relief Fund are completely voluntary and are utilized to render immediate relief to families affected by natural calamities.
spam,CBI investigation: Your Aadhaar is linked to a seized parcel containing fake passports. Pay Rs 200000 for a clearance certificate to the CBI officer's account or join the Skype call for digital arrest.
ham,Your Aadhaar authentication was successful for the opening of your new Kotak 811 digital savings account. Welcome to the bank you can now enjoy our seamless digital banking services.
spam,PayTM Postpaid account is suspended for unpaid hidden charges. Click here to clear your dues of Rs 1500 and avoid a negative impact on your CIBIL score and legal action from our recovery agents.
ham,Paytm Postpaid bill for the month of October is generated. Your total outstanding is Rs 2500. Please pay by the 7th of November to avoid late fees and maintain a healthy credit score.
spam,Child Defense Fund: Millions of children are sleeping hungry tonight. Don't scroll past. Just Rs 200 can buy a meal. Transfer to childdefense@sbi and be a hero.
ham,Smile Foundation: We are organizing a health camp for underprivileged children this Sunday. We invite our regular donors to visit the camp and see the impact of your contributions firsthand.
spam,UPPCL Consumer Notice: Your electricity billing payment failed due to server error. Pay the penalty of Rs 250 directly to the lineman's UPI to avoid disconnect tonight at 11 PM.
ham,UPPCL confirms your electricity bill payment of Rs 2100 was successful via the official portal. There is no pending amount or disconnect scheduled on your consumer profile.
spam,Delivery Threat: We have intercepted your illegal package containing weapons. Pay the silence fee of Rs 100000 or the local police will raid your house in 30 minutes.
ham,Ecom Express: Our delivery agent has arrived at your location with your package from Nykaa. Please provide the 4-digit secure delivery code to collect your order.
spam,Hello I am calling from the hospital billing desk. Your father's credit card was declined for the ICU admission fee. Please transfer Rs 25000 to the hospital's alternate UPI id immediately.
ham,Your health insurance claim of Rs 45000 has been approved by Star Health Insurance. The amount has been directly settled with the empaneled hospital under the cashless facility.
spam,Mumbai Police Cyber Cell: Your bank account is frozen due to a suspicious courier intercept. Share your debit card PIN to secure your funds before the government seizes your assets.
ham,The Reserve Bank of India mandates that all banks maintain robust security protocols to protect customer funds from digital fraud and unauthorized subscription traps.
spam,Orphan Care India: We have rescued 50 children from a trafficking ring. We need immediate funds for their clothing and food. Transfer to orphancare@icici today to support this noble cause.
ham,Team Everest NGO: Thank you for signing up to volunteer for our spoken English program. Your orientation session is scheduled for this Saturday at 10 AM via Zoom. Check your email for the link.
spam,Beta my scooter broke down on the highway and the mechanic doesn't take cash. Please send Rs 1500 to this PhonePe number quickly so I can get it repaired and come home.
ham,884920 is your OTP for the payment of Rs. 2500 towards your life insurance premium with LIC. Do not disclose this OTP to anyone for security reasons and privacy.
spam,Income Tax Dept: We have calculated a tax penalty of Rs 12000 against your PAN for AY 25-26. Pay the fine immediately via http://incometax-penalty-clearance.in to avoid prosecution.
ham,The income tax return for PAN XXXXX1234X has been processed. The intimation u/s 143(1) has been sent to your registered email ID. Regards Income Tax Department.
spam,Emergency: I am an Uber driver. Your husband left his phone in my car but he met with an accident. I am at City Hospital. Send Rs 5000 to my number for his registration fee.
ham,Uber: Your ride with driver Ramesh is complete. The total fare of Rs 350 has been successfully deducted from your linked Amazon Pay wallet. Thank you for riding with us.
spam,Smiling Kids Foundation: 10 children in our orphanage are suffering from dengue. We have no funds for treatment. Please donate whatever you can to our trust account via UPI: smilekids@axisbank.
ham,Pratham Education Foundation is committed to improving the quality of education in India. Read our latest annual impact report detailing our interventions across 15 states on our official website.
spam,ED Summons: You are summoned for an investigation regarding money laundering through cryptocurrency. Join the digital interrogation room on Skype via the link below or face immediate physical arrest.
ham,The Directorate of Enforcement (ED) is a multi-disciplinary organization mandated with investigation of offence of money laundering and violations of foreign exchange laws.
